feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
Italian,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Dr,false,O(n log n),O(n),false,43-746-1310
Kashmiri,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Dr,true,O(n log n),O(n),false,06-607-7946
Kurdish,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Mrs,true,O(n log n),O(n),false,24-368-2097
Maltese,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Dr,true,O(n log n),O(n),false,08-291-9572
Tsonga,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Ms,true,O(n log n),O(n),false,76-181-8198
Hiri Motu,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Dr,true,O(n log n),O(n),true,52-392-6813
Swati,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Mrs,true,O(n log n),O(n),true,70-624-3559
Oriya,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Rev,false,O(n log n),O(n),true,38-465-2335
Indonesian,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Ms,true,O(n log n),O(n),true,67-100-9782
Hiri Motu,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Ms,false,O(n log n),O(n),true,48-679-7324
Dari,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Mrs,false,O(n log n),O(n),false,83-255-8134
Finnish,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Dr,true,O(n log n),O(n),false,39-284-9195
French,88,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,false,O(n log n),O(n),true,65-322-8741
Tok Pisin,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Rev,true,O(n log n),O(n),true,29-621-9469
Tajik,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Honorable,false,O(n log n),O(n),false,48-693-9683
Romanian,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Honorable,false,O(n log n),O(n),true,85-155-3982
Yiddish,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Mr,true,O(n log n),O(n),true,22-762-8461
Afrikaans,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Rev,true,O(n log n),O(n),true,94-854-9333
Amharic,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mr,true,O(n log n),O(n),true,22-988-6370
Tajik,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Rev,true,O(n log n),O(n),true,45-467-0378
Spanish,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Mrs,true,O(n log n),O(n),true,86-687-6607
Irish Gaelic,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Ms,false,O(n log n),O(n),false,96-963-3723
Kashmiri,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Ms,false,O(n log n),O(n),true,18-090-4375
Nepali,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Honorable,true,O(n log n),O(n),true,98-996-2466
Pashto,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Mr,true,O(n log n),O(n),true,76-830-2154
Punjabi,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Ms,true,O(n log n),O(n),true,90-151-3082
Malayalam,98,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Mr,true,O(n log n),O(n),false,33-420-1850
Swati,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Rev,false,O(n log n),O(n),false,16-514-2829
Tetum,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Dr,true,O(n log n),O(n),true,45-659-9276
Portuguese,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Dr,false,O(n log n),O(n),true,95-301-3978
French,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Rev,true,O(n log n),O(n),false,42-059-1377
Malagasy,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Mrs,false,O(n log n),O(n),false,68-431-2712
Burmese,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Dr,false,O(n log n),O(n),true,67-333-3883
Lao,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Honorable,false,O(n log n),O(n),false,69-772-9732
Punjabi,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Mr,true,O(n log n),O(n),false,77-700-8022
Danish,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Dr,false,O(n log n),O(n),false,79-362-7650
Azeri,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Dr,true,O(n log n),O(n),true,23-278-6017
Gagauz,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,true,O(n log n),O(n),false,78-542-7302
Hungarian,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Ms,true,O(n log n),O(n),true,76-448-1389
Māori,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Ms,true,O(n log n),O(n),false,32-001-2776
Azeri,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Ms,true,O(n log n),O(n),true,96-838-4385
Northern Sotho,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mrs,true,O(n log n),O(n),false,49-947-6399
Albanian,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Rev,false,O(n log n),O(n),true,02-910-4989
Spanish,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Honorable,true,O(n log n),O(n),true,33-689-0950
Armenian,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Mr,false,O(n log n),O(n),false,32-597-1021
Punjabi,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Ms,true,O(n log n),O(n),false,41-456-0132
Kashmiri,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Ms,false,O(n log n),O(n),true,54-632-1392
Czech,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Rev,false,O(n log n),O(n),false,81-791-8841
Moldovan,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mrs,true,O(n log n),O(n),false,44-147-6885
Haitian Creole,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Rev,false,O(n log n),O(n),true,43-798-4910
Tamil,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Mrs,false,O(n log n),O(n),true,49-651-5916
Japanese,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Ms,false,O(n log n),O(n),true,94-863-9479
Quechua,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Mr,false,O(n log n),O(n),false,17-057-5937
Dzongkha,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Mrs,true,O(n log n),O(n),false,71-746-6727
New Zealand Sign Language,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Mr,false,O(n log n),O(n),false,45-443-6414
Dzongkha,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Mr,false,O(n log n),O(n),true,29-725-6978
Italian,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Honorable,false,O(n log n),O(n),false,75-575-0249
Albanian,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Mr,true,O(n log n),O(n),true,97-242-9354
Swahili,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Rev,true,O(n log n),O(n),true,31-925-3922
Malay,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mrs,false,O(n log n),O(n),true,09-769-7084
Punjabi,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Ms,false,O(n log n),O(n),false,03-135-2004
Sotho,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Ms,false,O(n log n),O(n),false,15-825-6911
Tswana,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Mrs,false,O(n log n),O(n),true,28-539-3325
Dutch,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Mr,true,O(n log n),O(n),false,17-341-8835
Tsonga,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Rev,true,O(n log n),O(n),false,51-021-7442
Spanish,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Mrs,true,O(n log n),O(n),false,05-850-7065
Telugu,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Ms,false,O(n log n),O(n),false,92-243-3320
Korean,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mrs,true,O(n log n),O(n),true,75-978-5852
Kyrgyz,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Honorable,false,O(n log n),O(n),false,59-144-5924
Romanian,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Rev,false,O(n log n),O(n),false,81-865-0054
Bengali,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Rev,false,O(n log n),O(n),false,42-608-1295
Swedish,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Mr,false,O(n log n),O(n),false,14-025-1098
Tsonga,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Mr,false,O(n log n),O(n),true,74-679-3827
Montenegrin,39,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Rev,false,O(n log n),O(n),true,60-440-9588
Swati,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,true,O(n log n),O(n),false,29-037-9837
Nepali,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Rev,false,O(n log n),O(n),true,64-429-7816
Hiri Motu,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Dr,true,O(n log n),O(n),false,20-291-0241
Tok Pisin,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Honorable,true,O(n log n),O(n),true,00-384-1303
Tetum,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Dr,true,O(n log n),O(n),false,49-238-7535
Gujarati,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Dr,true,O(n log n),O(n),true,19-523-6522
Papiamento,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Rev,false,O(n log n),O(n),true,54-123-6685
Japanese,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Dr,true,O(n log n),O(n),false,72-554-0618
Belarusian,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Honorable,false,O(n log n),O(n),true,94-342-7833
Hindi,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Mr,false,O(n log n),O(n),true,25-335-9092
Swati,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Mr,true,O(n log n),O(n),true,96-807-5237
French,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Mr,false,O(n log n),O(n),true,61-682-9326
Bislama,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Mr,false,O(n log n),O(n),true,00-364-4681
Latvian,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Ms,true,O(n log n),O(n),true,86-962-5104
Fijian,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Mr,false,O(n log n),O(n),false,63-496-1483
Maltese,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Dr,false,O(n log n),O(n),false,75-165-8246
Tajik,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mrs,true,O(n log n),O(n),false,31-098-5344
Bengali,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Ms,false,O(n log n),O(n),true,26-405-9398
Albanian,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Ms,true,O(n log n),O(n),true,77-838-9166
Kannada,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Honorable,false,O(n log n),O(n),false,13-447-3056
Chinese,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Rev,true,O(n log n),O(n),true,21-319-2981
Swedish,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Dr,false,O(n log n),O(n),false,83-458-8490
Mongolian,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Honorable,false,O(n log n),O(n),true,05-850-0251
Montenegrin,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Dr,true,O(n log n),O(n),false,09-941-3841
Estonian,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Rev,false,O(n log n),O(n),true,98-080-6045
Northern Sotho,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Dr,false,O(n log n),O(n),true,32-636-6379
Amharic,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Ms,true,O(n log n),O(n),true,99-219-4513
Portuguese,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Honorable,true,O(n log n),O(n),true,33-682-2075
Greek,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Honorable,true,O(n log n),O(n),false,34-320-8320
Hebrew,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Mrs,true,O(n log n),O(n),true,02-141-2439
Bulgarian,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Mrs,true,O(n log n),O(n),true,64-042-9004
Irish Gaelic,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Ms,false,O(n log n),O(n),true,34-359-3153
Latvian,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Ms,false,O(n log n),O(n),false,63-386-4902
Indonesian,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Ms,true,O(n log n),O(n),false,67-287-4571
Swedish,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Mrs,true,O(n log n),O(n),false,32-473-1672
Northern Sotho,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Rev,true,O(n log n),O(n),false,41-370-6501
Kyrgyz,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Rev,true,O(n log n),O(n),false,11-637-3584
Nepali,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Honorable,true,O(n log n),O(n),true,14-457-2900
Tok Pisin,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Ms,false,O(n log n),O(n),true,43-093-6229
Swedish,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Rev,true,O(n log n),O(n),true,39-472-3367
Bulgarian,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Mr,true,O(n log n),O(n),false,74-291-8790
Mongolian,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Mrs,true,O(n log n),O(n),false,09-465-0349
Dari,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Ms,false,O(n log n),O(n),true,32-164-5224
Kazakh,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mr,true,O(n log n),O(n),false,12-477-3699
Swedish,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Ms,false,O(n log n),O(n),false,54-402-3853
Polish,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Honorable,false,O(n log n),O(n),false,35-139-1839
Dutch,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Rev,false,O(n log n),O(n),false,45-870-1801
Estonian,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Ms,false,O(n log n),O(n),true,25-809-6891
Malagasy,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Mr,true,O(n log n),O(n),false,04-409-7620
Malay,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Dr,false,O(n log n),O(n),false,02-808-2082
Tswana,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Dr,false,O(n log n),O(n),false,87-659-2442
Chinese,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Dr,true,O(n log n),O(n),false,87-823-7470
Polish,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Mrs,true,O(n log n),O(n),false,63-408-0231
Assamese,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Dr,false,O(n log n),O(n),true,40-111-3631
Papiamento,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Mr,true,O(n log n),O(n),false,45-111-3457
Aymara,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Mr,true,O(n log n),O(n),true,41-241-7771
Luxembourgish,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Dr,false,O(n log n),O(n),false,77-586-8949
Malay,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Mrs,false,O(n log n),O(n),false,72-294-8203
Khmer,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Rev,true,O(n log n),O(n),true,71-407-2913
Ndebele,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Mrs,true,O(n log n),O(n),false,32-278-7766
Tok Pisin,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Mr,true,O(n log n),O(n),true,76-185-6450
Latvian,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Dr,true,O(n log n),O(n),true,83-957-5355
Hiri Motu,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Mr,false,O(n log n),O(n),false,81-309-3872
Luxembourgish,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Mr,false,O(n log n),O(n),false,78-312-2947
Swahili,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Mrs,false,O(n log n),O(n),true,59-584-0990
Armenian,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Ms,false,O(n log n),O(n),false,89-704-1942
Zulu,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Rev,true,O(n log n),O(n),false,71-881-5705
Malayalam,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Mr,true,O(n log n),O(n),false,60-615-0657
Gujarati,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Rev,false,O(n log n),O(n),false,30-839-6141
Swedish,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Rev,false,O(n log n),O(n),false,24-609-4614
Icelandic,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Dr,true,O(n log n),O(n),false,52-627-0989
Croatian,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Ms,false,O(n log n),O(n),true,54-118-7206
Sotho,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Mrs,true,O(n log n),O(n),true,16-366-5222
Hiri Motu,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mr,true,O(n log n),O(n),true,12-118-3710
Fijian,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Honorable,false,O(n log n),O(n),true,50-070-7754
Croatian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Mr,false,O(n log n),O(n),true,10-659-0506
Thai,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Honorable,false,O(n log n),O(n),true,60-853-1965
Swedish,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Rev,true,O(n log n),O(n),true,02-982-7016
Irish Gaelic,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Mrs,false,O(n log n),O(n),false,31-675-5008
Marathi,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Ms,true,O(n log n),O(n),false,25-877-9664
Latvian,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Honorable,true,O(n log n),O(n),false,47-015-0298
Dzongkha,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.51,Rev,true,O(n log n),O(n),false,62-771-9304
Telugu,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Honorable,false,O(n log n),O(n),false,14-598-4591
Malagasy,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Honorable,true,O(n log n),O(n),true,97-498-3270
Norwegian,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Dr,true,O(n log n),O(n),true,20-653-8671
Catalan,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Mrs,false,O(n log n),O(n),true,28-610-1126
German,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mrs,false,O(n log n),O(n),false,80-876-9832
Swedish,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Mrs,true,O(n log n),O(n),true,70-981-5925
Dutch,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Mr,true,O(n log n),O(n),true,11-006-7448
Pashto,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Rev,false,O(n log n),O(n),true,32-696-2024
Bengali,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Mrs,true,O(n log n),O(n),true,63-364-4478
Yiddish,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Mrs,false,O(n log n),O(n),true,45-355-3713
Amharic,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Rev,false,O(n log n),O(n),false,06-331-2113
Pashto,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mrs,false,O(n log n),O(n),false,92-199-9233
Kurdish,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mr,false,O(n log n),O(n),false,60-397-5096
Kyrgyz,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Mrs,true,O(n log n),O(n),true,52-565-4293
Swahili,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Mr,true,O(n log n),O(n),true,03-741-3456
Lithuanian,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Honorable,true,O(n log n),O(n),true,51-491-7987
Kashmiri,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Dr,true,O(n log n),O(n),false,98-956-7867
Georgian,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Dr,false,O(n log n),O(n),true,15-859-5594
Greek,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Mrs,false,O(n log n),O(n),true,62-712-8379
Marathi,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Dr,true,O(n log n),O(n),false,68-690-3213
Croatian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Honorable,true,O(n log n),O(n),true,68-141-8104
Kyrgyz,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Rev,false,O(n log n),O(n),true,61-068-5070
Spanish,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.4,Rev,true,O(n log n),O(n),false,09-227-7843
Burmese,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Ms,true,O(n log n),O(n),true,84-411-3017
Armenian,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Mrs,false,O(n log n),O(n),true,14-294-7046
Kurdish,98,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Ms,true,O(n log n),O(n),true,79-055-2541
Fijian,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Rev,false,O(n log n),O(n),false,21-343-8605
Dutch,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Mr,false,O(n log n),O(n),false,11-139-1011
Kyrgyz,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Dr,true,O(n log n),O(n),true,14-951-6552
Tok Pisin,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Dr,false,O(n log n),O(n),false,73-016-2164
Greek,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Dr,true,O(n log n),O(n),true,96-424-5214
Kannada,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Dr,true,O(n log n),O(n),true,90-504-2918
Moldovan,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Dr,true,O(n log n),O(n),false,00-217-7340
Bengali,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Ms,true,O(n log n),O(n),true,16-442-3274
Hindi,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Mrs,false,O(n log n),O(n),true,50-586-4608
